"id","dogFk","ownerFk"
"0","0","4"
"0","0","913"
"0","1","896"
"0","2","673"
"0","3","412"
"0","4","132"
"0","5","525"
"0","5","312"
"0","6","911"
"0","7","884"
"0","8","993"
"0","9","601"
"0","10","100"
"0","10","382"
"0","11","577"
"0","12","664"
"0","13","224"
"0","14","21"
"0","15","144"
"0","15","851"
"0","16","787"
"0","17","601"
"0","18","339"
"0","19","23"
"0","20","64"
"0","20","128"
"0","21","175"
"0","22","734"
"0","23","184"
"0","24","203"
"0","25","249"
"0","25","521"
"0","26","389"
"0","27","973"
"0","28","875"
"0","29","837"
"0","30","595"
"0","30","592"
"0","31","5"
"0","32","420"
"0","33","632"
"0","34","884"
"0","35","725"
"0","35","330"
"0","36","923"
"0","37","65"
"0","38","39"
"0","39","522"
"0","40","730"
"0","40","441"
"0","41","811"
"0","42","178"
"0","43","78"
"0","44","277"
"0","45","782"
"0","45","448"
"0","46","234"
"0","47","266"
"0","48","507"
"0","49","117"
"0","50","324"
"0","50","892"
"0","50","161"
"0","51","597"
"0","52","304"
"0","53","435"
"0","54","836"
"0","55","716"
"0","55","374"
"0","56","820"
"0","57","850"
"0","58","327"
"0","59","994"
"0","60","774"
"0","60","443"
"0","61","476"
"0","62","288"
"0","63","489"
"0","64","689"
"0","65","563"
"0","65","477"
"0","66","501"
"0","67","740"
"0","68","809"
"0","69","883"
"0","70","103"
"0","70","362"
"0","71","404"
"0","72","319"
"0","73","815"
"0","74","593"
"0","75","845"
"0","75","571"
"0","76","798"
"0","77","728"
"0","78","857"
"0","79","165"
"0","80","567"
"0","80","173"
"0","81","581"
"0","82","307"
"0","83","473"
"0","84","215"
"0","85","282"
"0","85","950"
"0","86","101"
"0","87","843"
"0","88","61"
"0","89","246"
"0","90","545"
"0","90","35"
"0","91","402"
"0","92","417"
"0","93","370"
"0","94","892"
"0","95","115"
"0","95","778"
"0","96","468"
"0","97","523"
"0","98","399"
"0","99","95"
"0","100","223"
"0","100","575"
"0","101","751"
"0","102","2"
"0","103","566"
"0","104","562"
"0","105","858"
"0","105","532"
"0","106","88"
"0","107","344"
"0","108","847"
"0","109","879"
"0","110","516"
"0","110","425"
"0","111","285"
"0","112","637"
"0","113","159"
"0","114","627"
"0","115","984"
"0","115","431"
"0","116","520"
"0","117","267"
"0","118","663"
"0","119","11"
"0","120","73"
"0","120","190"
"0","121","978"
"0","122","710"
"0","123","186"
"0","124","593"
"0","125","540"
"0","125","335"
"0","126","431"
"0","127","394"
"0","128","410"
"0","129","641"
"0","130","324"
"0","130","167"
"0","131","450"
"0","132","538"
"0","133","60"
"0","134","233"
"0","135","814"
"0","135","964"
"0","136","937"
"0","137","31"
"0","138","399"
"0","139","453"
"0","140","931"
"0","140","613"
"0","141","809"
"0","142","39"
"0","143","647"
"0","144","134"
"0","145","7"
"0","145","919"
"0","146","457"
"0","147","881"
"0","148","64"
"0","149","568"
"0","150","752"
"0","150","927"
"0","150","170"
"0","151","661"
"0","152","41"
"0","153","440"
"0","154","378"
"0","155","726"
"0","155","413"
"0","156","337"
"0","157","957"
"0","158","128"
"0","159","663"
"0","160","130"
"0","160","896"
"0","161","730"
"0","162","705"
"0","163","157"
"0","164","215"
"0","165","992"
"0","165","811"
"0","166","287"
"0","167","410"
"0","168","188"
"0","169","505"
"0","170","915"
"0","170","405"
"0","171","573"
"0","172","263"
"0","173","376"
"0","174","55"
"0","175","782"
"0","175","452"
"0","176","887"
"0","177","902"
"0","178","755"
"0","179","818"
"0","180","838"
"0","180","538"
"0","181","536"
"0","182","637"
"0","183","784"
"0","184","375"
"0","185","901"
"0","185","424"
"0","186","810"
"0","187","780"
"0","188","135"
"0","189","936"
"0","190","654"
"0","190","545"
"0","191","789"
"0","192","971"
"0","193","492"
"0","194","439"
"0","195","745"
"0","195","275"
"0","196","584"
"0","197","665"
"0","198","138"
"0","199","257"
"0","200","280"
"0","200","947"
"0","201","551"
"0","202","464"
"0","203","933"
"0","204","707"
"0","205","493"
"0","205","109"
"0","206","664"
"0","207","135"
"0","208","664"
"0","209","487"
"0","210","512"
"0","210","942"
"0","211","263"
"0","212","628"
"0","213","643"
"0","214","470"
"0","215","221"
"0","215","928"
"0","216","520"
"0","217","89"
"0","218","800"
"0","219","524"
"0","220","417"
"0","220","427"
"0","221","451"
"0","222","737"
"0","223","704"
"0","224","83"
"0","225","12"
"0","225","623"
"0","226","48"
"0","227","354"
"0","228","247"
"0","229","254"
"0","230","248"
"0","230","571"
"0","231","192"
"0","232","422"
"0","233","537"
"0","234","655"
"0","235","982"
"0","235","734"
"0","236","98"
"0","237","817"
"0","238","640"
"0","239","600"
"0","240","48"
"0","240","169"
"0","241","473"
"0","242","564"
"0","243","347"
"0","244","171"
"0","245","345"
"0","245","778"
"0","246","833"
"0","247","185"
"0","248","155"
"0","249","654"
"0","250","200"
"0","250","841"
"0","250","162"
"0","251","357"
"0","252","998"
"0","253","131"
"0","254","492"
"0","255","481"
"0","255","866"
"0","256","949"
"0","257","256"
"0","258","417"
"0","259","345"
"0","260","373"
"0","260","464"
"0","261","675"
"0","262","64"
"0","263","572"
"0","264","716"
"0","265","410"
"0","265","96"
"0","266","618"
"0","267","634"
"0","268","108"
"0","269","716"
"0","270","110"
"0","270","855"
"0","271","279"
"0","272","212"
"0","273","89"
"0","274","255"
"0","275","891"
"0","275","812"
"0","276","949"
"0","277","425"
"0","278","843"
"0","279","859"
"0","280","687"
"0","280","952"
"0","281","728"
"0","282","801"
"0","283","269"
"0","284","778"
"0","285","627"
"0","285","406"
"0","286","620"
"0","287","546"
"0","288","840"
"0","289","136"
"0","290","936"
"0","290","987"
"0","291","165"
"0","292","507"
"0","293","260"
"0","294","887"
"0","295","433"
"0","295","840"
"0","296","220"
"0","297","210"
"0","298","153"
"0","299","416"
"0","300","495"
"0","300","259"
"0","301","302"
"0","302","475"
"0","303","110"
"0","304","198"
"0","305","549"
"0","305","450"
"0","306","143"
"0","307","816"
"0","308","711"
"0","309","309"
"0","310","491"
"0","310","155"
"0","311","510"
"0","312","24"
"0","313","731"
"0","314","576"
"0","315","215"
"0","315","233"
"0","316","534"
"0","317","960"
"0","318","918"
"0","319","37"
"0","320","531"
"0","320","783"
"0","321","740"
"0","322","688"
"0","323","146"
"0","324","352"
"0","325","15"
"0","325","688"
"0","326","684"
"0","327","320"
"0","328","38"
"0","329","236"
"0","330","87"
"0","330","818"
"0","331","740"
"0","332","621"
"0","333","844"
"0","334","926"
"0","335","688"
"0","335","375"
"0","336","453"
"0","337","114"
"0","338","527"
"0","339","856"
"0","340","736"
"0","340","1000"
"0","341","669"
"0","342","208"
"0","343","540"
"0","344","269"
"0","345","701"
"0","345","155"
"0","346","239"
"0","347","45"
"0","348","268"
"0","349","744"
"0","350","839"
"0","350","902"
"0","350","885"
"0","351","950"
"0","352","702"
"0","353","678"
"0","354","37"
"0","355","615"
"0","355","199"
"0","356","886"
"0","357","530"
"0","358","240"
"0","359","619"
"0","360","775"
"0","360","676"
"0","361","90"
"0","362","418"
"0","363","719"
"0","364","561"
"0","365","814"
"0","365","947"
"0","366","943"
"0","367","601"
"0","368","291"
"0","369","677"
"0","370","145"
"0","370","973"
"0","371","284"
"0","372","420"
"0","373","449"
"0","374","507"
"0","375","976"
"0","375","313"
"0","376","237"
"0","377","748"
"0","378","85"
"0","379","188"
"0","380","410"
"0","380","54"
"0","381","762"
"0","382","742"
"0","383","853"
"0","384","612"
"0","385","992"
"0","385","596"
"0","386","473"
"0","387","656"
"0","388","671"
"0","389","814"
"0","390","68"
"0","390","941"
"0","391","900"
"0","392","372"
"0","393","445"
"0","394","468"
"0","395","529"
"0","395","443"
"0","396","664"
"0","397","594"
"0","398","878"
"0","399","311"
"0","400","428"
"0","400","737"
"0","401","991"
"0","402","188"
"0","403","725"
"0","404","50"
"0","405","5"
"0","405","932"
"0","406","482"
"0","407","235"
"0","408","953"
"0","409","180"
"0","410","228"
"0","410","351"
"0","411","661"
"0","412","452"
"0","413","846"
"0","414","906"
"0","415","901"
"0","415","380"
"0","416","93"
"0","417","455"
"0","418","373"
"0","419","385"
"0","420","611"
"0","420","910"
"0","421","427"
"0","422","248"
"0","423","949"
"0","424","953"
"0","425","378"
"0","425","403"
"0","426","757"
"0","427","249"
"0","428","865"
"0","429","967"
"0","430","524"
"0","430","567"
"0","431","136"
"0","432","991"
"0","433","273"
"0","434","248"
"0","435","545"
"0","435","821"
"0","436","524"
"0","437","803"
"0","438","881"
"0","439","404"
"0","440","154"
"0","440","689"
"0","441","35"
"0","442","778"
"0","443","520"
"0","444","823"
"0","445","707"
"0","445","356"
"0","446","314"
"0","447","209"
"0","448","281"
"0","449","963"
"0","450","914"
"0","450","941"
"0","450","793"
"0","451","209"
"0","452","19"
"0","453","49"
"0","454","862"
"0","455","662"
"0","455","942"
"0","456","41"
"0","457","128"
"0","458","736"
"0","459","5"
"0","460","238"
"0","460","454"
"0","461","250"
"0","462","17"
"0","463","36"
"0","464","30"
"0","465","690"
"0","465","901"
"0","466","382"
"0","467","946"
"0","468","230"
"0","469","324"
"0","470","910"
"0","470","1"
"0","471","927"
"0","472","694"
"0","473","959"
"0","474","545"
"0","475","718"
"0","475","142"
"0","476","687"
"0","477","276"
"0","478","139"
"0","479","767"
"0","480","346"
"0","480","944"
"0","481","291"
"0","482","281"
"0","483","384"
"0","484","384"
"0","485","323"
"0","485","491"
"0","486","126"
"0","487","679"
"0","488","11"
"0","489","687"
"0","490","58"
"0","490","480"
"0","491","91"
"0","492","297"
"0","493","824"
"0","494","857"
"0","495","406"
"0","495","199"
"0","496","771"
"0","497","122"
"0","498","557"
"0","499","698"
"0","500","35"
"0","500","77"
"0","501","255"
"0","502","351"
"0","503","224"
"0","504","964"
"0","505","230"
"0","505","35"
"0","506","609"
"0","507","393"
"0","508","615"
"0","509","116"
"0","510","945"
"0","510","958"
"0","511","281"
"0","512","116"
"0","513","949"
"0","514","380"
"0","515","696"
"0","515","166"
"0","516","650"
"0","517","771"
"0","518","163"
"0","519","753"
"0","520","870"
"0","520","452"
"0","521","158"
"0","522","857"
"0","523","22"
"0","524","169"
"0","525","730"
"0","525","483"
"0","526","955"
"0","527","69"
"0","528","39"
"0","529","330"
"0","530","953"
"0","530","554"
"0","531","801"
"0","532","163"
"0","533","925"
"0","534","211"
"0","535","326"
"0","535","612"
"0","536","746"
"0","537","343"
"0","538","400"
"0","539","78"
"0","540","465"
"0","540","377"
"0","541","555"
"0","542","609"
"0","543","943"
"0","544","480"
"0","545","784"
"0","545","241"
"0","546","162"
"0","547","845"
"0","548","462"
"0","549","658"
"0","550","794"
"0","550","617"
"0","550","769"
"0","551","575"
"0","552","744"
"0","553","850"
"0","554","286"
"0","555","444"
"0","555","186"
"0","556","260"
"0","557","921"
"0","558","345"
"0","559","945"
"0","560","66"
"0","560","831"
"0","561","711"
"0","562","987"
"0","563","299"
"0","564","138"
"0","565","131"
"0","565","264"
"0","566","823"
"0","567","115"
"0","568","225"
"0","569","489"
"0","570","303"
"0","570","203"
"0","571","913"
"0","572","659"
"0","573","589"
"0","574","383"
"0","575","934"
"0","575","896"
"0","576","77"
"0","577","399"
"0","578","807"
"0","579","643"
"0","580","792"
"0","580","760"
"0","581","969"
"0","582","68"
"0","583","963"
"0","584","677"
"0","585","364"
"0","585","707"
"0","586","671"
"0","587","458"
"0","588","88"
"0","589","915"
"0","590","117"
"0","590","138"
"0","591","205"
"0","592","627"
"0","593","877"
"0","594","914"
"0","595","840"
"0","595","110"
"0","596","216"
"0","597","695"
"0","598","10"
"0","599","627"
"0","600","218"
"0","600","400"
"0","601","475"
"0","602","970"
"0","603","931"
"0","604","212"
"0","605","219"
"0","605","157"
"0","606","161"
"0","607","68"
"0","608","587"
"0","609","830"
"0","610","0"
"0","610","743"
"0","611","528"
"0","612","904"
"0","613","326"
"0","614","824"
"0","615","210"
"0","615","972"
"0","616","162"
"0","617","782"
"0","618","894"
"0","619","101"
"0","620","486"
"0","620","728"
"0","621","65"
"0","622","492"
"0","623","304"
"0","624","169"
"0","625","995"
"0","625","726"
"0","626","385"
"0","627","33"
"0","628","289"
"0","629","399"
"0","630","632"
"0","630","12"
"0","631","326"
"0","632","431"
"0","633","48"
"0","634","469"
"0","635","432"
"0","635","117"
"0","636","184"
"0","637","766"
"0","638","690"
"0","639","922"
"0","640","786"
"0","640","254"
"0","641","860"
"0","642","93"
"0","643","502"
"0","644","787"
"0","645","923"
"0","645","354"
"0","646","391"
"0","647","664"
"0","648","621"
"0","649","307"
"0","650","62"
"0","650","438"
"0","650","582"
"0","651","658"
"0","652","14"
"0","653","781"
"0","654","376"
"0","655","280"
"0","655","844"
"0","656","926"
"0","657","861"
"0","658","599"
"0","659","650"
"0","660","503"
"0","660","761"
"0","661","880"
"0","662","869"
"0","663","993"
"0","664","960"
"0","665","194"
"0","665","529"
"0","666","767"
"0","667","410"
"0","668","96"
"0","669","434"
"0","670","958"
"0","670","54"
"0","671","987"
"0","672","786"
"0","673","178"
"0","674","15"
"0","675","659"
"0","675","62"
"0","676","284"
"0","677","490"
"0","678","377"
"0","679","550"
"0","680","662"
"0","680","935"
"0","681","914"
"0","682","309"
"0","683","555"
"0","684","923"
"0","685","238"
"0","685","673"
"0","686","822"
"0","687","694"
"0","688","100"
"0","689","57"
"0","690","589"
"0","690","930"
"0","691","331"
"0","692","333"
"0","693","581"
"0","694","152"
"0","695","985"
"0","695","703"
"0","696","66"
"0","697","258"
"0","698","734"
"0","699","101"
"0","700","345"
"0","700","805"
"0","701","581"
"0","702","211"
"0","703","166"
"0","704","269"
"0","705","737"
"0","705","572"
"0","706","461"
"0","707","530"
"0","708","835"
"0","709","231"
"0","710","176"
"0","710","211"
"0","711","971"
"0","712","92"
"0","713","975"
"0","714","984"
"0","715","320"
"0","715","626"
"0","716","315"
"0","717","1"
"0","718","946"
"0","719","929"
"0","720","330"
"0","720","267"
"0","721","48"
"0","722","190"
"0","723","102"
"0","724","728"
"0","725","581"
"0","725","857"
"0","726","820"
"0","727","358"
"0","728","915"
"0","729","704"
"0","730","59"
"0","730","431"
"0","731","230"
"0","732","191"
"0","733","818"
"0","734","639"
"0","735","839"
"0","735","914"
"0","736","518"
"0","737","471"
"0","738","264"
"0","739","469"
"0","740","547"
"0","740","521"
"0","741","683"
"0","742","196"
"0","743","522"
"0","744","934"
"0","745","672"
"0","745","673"
"0","746","191"
"0","747","732"
"0","748","22"
"0","749","364"
"0","750","206"
"0","750","658"
"0","750","397"
"0","751","629"
"0","752","515"
"0","753","610"
"0","754","508"
"0","755","859"
"0","755","435"
"0","756","799"
"0","757","623"
"0","758","976"
"0","759","92"
"0","760","402"
"0","760","353"
"0","761","334"
"0","762","485"
"0","763","884"
"0","764","173"
"0","765","304"
"0","765","58"
"0","766","883"
"0","767","697"
"0","768","911"
"0","769","496"
"0","770","923"
"0","770","956"
"0","771","566"
"0","772","2"
"0","773","331"
"0","774","901"
"0","775","501"
"0","775","16"
"0","776","901"
"0","777","221"
"0","778","566"
"0","779","243"
"0","780","484"
"0","780","410"
"0","781","134"
"0","782","46"
"0","783","267"
"0","784","564"
"0","785","443"
"0","785","770"
"0","786","726"
"0","787","138"
"0","788","575"
"0","789","441"
"0","790","141"
"0","790","683"
"0","791","405"
"0","792","768"
"0","793","345"
"0","794","376"
"0","795","683"
"0","795","862"
"0","796","1000"
"0","797","764"
"0","798","466"
"0","799","447"
"0","800","601"
"0","800","574"
"0","801","870"
"0","802","458"
"0","803","502"
"0","804","115"
"0","805","4"
"0","805","29"
"0","806","821"
"0","807","512"
"0","808","150"
"0","809","752"
"0","810","581"
"0","810","474"
"0","811","886"
"0","812","558"
"0","813","894"
"0","814","422"
"0","815","735"
"0","815","880"
"0","816","31"
"0","817","233"
"0","818","828"
"0","819","695"
"0","820","289"
"0","820","4"
"0","821","682"
"0","822","967"
"0","823","105"
"0","824","221"
"0","825","437"
"0","825","502"
"0","826","765"
"0","827","976"
"0","828","69"
"0","829","934"
"0","830","571"
"0","830","219"
"0","831","185"
"0","832","329"
"0","833","998"
"0","834","832"
"0","835","524"
"0","835","482"
"0","836","950"
"0","837","434"
"0","838","707"
"0","839","529"
"0","840","448"
"0","840","158"
"0","841","666"
"0","842","416"
"0","843","184"
"0","844","466"
"0","845","423"
"0","845","52"
"0","846","955"
"0","847","602"
"0","848","273"
"0","849","102"
"0","850","425"
"0","850","277"
"0","850","321"
"0","851","663"
"0","852","967"
"0","853","489"
"0","854","273"
"0","855","708"
"0","855","916"
"0","856","56"
"0","857","141"
"0","858","200"
"0","859","206"
"0","860","462"
"0","860","787"
"0","861","120"
"0","862","972"
"0","863","857"
"0","864","825"
"0","865","352"
"0","865","505"
"0","866","967"
"0","867","763"
"0","868","367"
"0","869","559"
"0","870","439"
"0","870","159"
"0","871","550"
"0","872","785"
"0","873","254"
"0","874","885"
"0","875","415"
"0","875","826"
"0","876","612"
"0","877","300"
"0","878","550"
"0","879","817"
"0","880","797"
"0","880","164"
"0","881","230"
"0","882","257"
"0","883","762"
"0","884","954"
"0","885","73"
"0","885","47"
"0","886","452"
"0","887","440"
"0","888","428"
"0","889","631"
"0","890","847"
"0","890","71"
"0","891","519"
"0","892","823"
"0","893","61"
"0","894","382"
"0","895","603"
"0","895","772"
"0","896","92"
"0","897","249"
"0","898","717"
"0","899","722"
"0","900","83"
"0","900","211"
"0","901","412"
"0","902","338"
"0","903","898"
"0","904","833"
"0","905","264"
"0","905","612"
"0","906","208"
"0","907","693"
"0","908","830"
"0","909","956"
"0","910","832"
"0","910","971"
"0","911","178"
"0","912","405"
"0","913","752"
"0","914","959"
"0","915","205"
"0","915","137"
"0","916","191"
"0","917","61"
"0","918","404"
"0","919","550"
"0","920","535"
"0","920","371"
"0","921","814"
"0","922","472"
"0","923","571"
"0","924","517"
"0","925","45"
"0","925","69"
"0","926","233"
"0","927","841"
"0","928","625"
"0","929","536"
"0","930","749"
"0","930","506"
"0","931","3"
"0","932","20"
"0","933","78"
"0","934","220"
"0","935","152"
"0","935","96"
"0","936","226"
"0","937","302"
"0","938","448"
"0","939","908"
"0","940","908"
"0","940","104"
"0","941","501"
"0","942","66"
"0","943","679"
"0","944","785"
"0","945","248"
"0","945","204"
"0","946","377"
"0","947","143"
"0","948","634"
"0","949","204"
"0","950","605"
"0","950","639"
"0","950","135"
"0","951","119"
"0","952","421"
"0","953","687"
"0","954","406"
"0","955","819"
"0","955","512"
"0","956","955"
"0","957","797"
"0","958","0"
"0","959","797"
"0","960","626"
"0","960","388"
"0","961","225"
"0","962","176"
"0","963","5"
"0","964","407"
"0","965","245"
"0","965","327"
"0","966","881"
"0","967","790"
"0","968","822"
"0","969","820"
"0","970","750"
"0","970","269"
"0","971","736"
"0","972","869"
"0","973","24"
"0","974","488"
"0","975","987"
"0","975","746"
"0","976","516"
"0","977","69"
"0","978","550"
"0","979","179"
"0","980","395"
"0","980","484"
"0","981","635"
"0","982","287"
"0","983","867"
"0","984","135"
"0","985","825"
"0","985","545"
"0","986","195"
"0","987","639"
"0","988","257"
"0","989","819"
"0","990","379"
"0","990","468"
"0","991","827"
"0","992","741"
"0","993","167"
"0","994","136"
"0","995","924"
"0","995","701"
"0","996","23"
"0","997","668"
"0","998","331"
"0","999","306"
